user_id,user_type,plan_type,region,tenure_months,hour_of_day,signal_dbm,snr_db,latency_ms,packet_loss_pct,handovers,cell_load_pct,tower_dist_km,bandwidth_mbps,jitter_ms,data_usage_gb,voice_mins,sms_count,app_sessions,night_usage_pct,roaming_days,support_calls,monthly_bill,demand_load,quality_score,churn_risk,is_anomaly
1,Moderate,Prepaid,West,45,12,-51.87834796382694,0.0,78.73196723627113,6.070564059280331,1,40.269280429812795,1.477414487937354,131.55828045770906,11.16449156722449,10.784928354027306,234.2677822501164,37,12,17.5492125931472,4,0,198.001491246659,30.294288421780674,71.27581960606733,0,0
2,IoT,Postpaid,South,38,5,-65.64743148664597,19.716274839123088,24.249546232798707,1.6443108594478961,1,57.10581222098914,2.5379371513941074,16.927309825538664,0.7970000463150803,0.4876177193483054,246.80300755856626,27,11,6.871713304969974,3,2,257.97358040905004,54.49370920974225,79.74630450599162,0,0
3,Light,Enterprise,Central,20,5,-106.35508685813083,20.370269812592056,58.65013283242977,0.7316046672059167,3,31.47237334173127,0.8138864835313255,17.01207535774674,7.6568881482485756,1.4295596042819647,194.44223341863187,21,20,48.838044618521906,1,2,210.6427901882644,24.93378731627481,64.70349243835092,0,0
4,Moderate,Prepaid,East,49,10,-70.31357377672069,11.541511106028533,19.934498041888663,1.2549595244075389,0,23.07163036648752,3.911481812502567,96.0712341701617,4.433110082738453,7.920761605537621,54.13234635443325,31,13,24.923373945071013,2,2,134.69863498264175,35.37367929509042,74.44717005525372,0,0
5,Heavy,Enterprise,East,23,18,-114.7410090849327,19.4965211598808,10.455039930330528,0.5389078438850189,2,96.08930998295733,1.6630333763246694,88.30335077536725,3.009472019244337,15.694769873323379,275.3862981641782,30,14,46.456840541520656,2,0,251.5829477940376,100.0,60.82528881818868,0,0
6,Heavy,Prepaid,East,37,10,-97.74259504592246,8.897729100226421,90.54278908162856,0.36814784878518975,1,77.84441165220673,1.846656028076572,54.913092009301785,14.063907002012563,29.588320328035714,140.19853081794753,26,9,11.140894473091942,1,1,307.51785282624814,98.5154916788043,67.16369502548184,0,0
7,Heavy,Postpaid,North,47,9,-111.89347427790916,9.040471086610896,39.653641814750785,1.3606012103322922,4,59.84510847868577,3.6351419416822344,82.34133084569683,3.550013799901428,27.283994775317957,228.19235775899975,23,15,34.265184319607215,1,0,260.42404766204584,79.08864138509728,53.41426930300103,0,0
8,Light,Postpaid,North,8,22,-53.5040175178722,16.6772820725239,174.5492611928221,2.6688008096730527,5,64.08094262271923,2.023699225970389,114.46285159980081,1.6121801463008887,1.3621253803726128,227.26569353642418,21,21,26.916447438149472,2,0,194.37385598690278,65.62327760183659,82.52250060719358,0,0
9,Light,Prepaid,East,57,14,-96.28721214429466,10.126995848164167,29.447642134157242,0.5032527922587273,2,60.89390125233053,1.2630116631100867,117.12773326160149,9.518939072995776,1.269383993933599,304.6613304833813,24,12,31.093612932791345,1,0,226.05110320000725,57.61711018214445,61.86935980749157,0,0
10,Light,Prepaid,West,37,12,-70.07490474897251,14.095751308711634,135.74424759846244,4.805635623090883,1,91.90475778908733,1.0835156509586368,6.737809042907186,1.1649056906024016,0.6854177432983597,190.24351511742313,33,21,55.89396225099993,1,0,323.65103408676254,89.65443718448536,75.13667667048213,0,0
11,Heavy,Prepaid,West,56,22,-80.0077094949711,8.426909701224663,48.186427681962165,0.3683929597300663,0,81.89108528563224,4.3625190591594505,16.322068033881855,2.783782448541662,22.03954360670731,196.51834095490318,25,15,8.576269218330793,2,0,220.09285263917775,86.39691686670146,68.29356112077534,0,0
12,IoT,Postpaid,North,45,7,-112.47420108600042,6.0079394334258645,38.71440762495655,1.6347539983643826,2,46.01141662054272,4.665910292253519,5.497427235206981,4.702370648177006,0.4121929990521769,335.6778067974093,31,17,28.095538255280925,2,4,95.24535252990583,46.34304261432316,55.340167685765174,1,0
13,Light,Postpaid,East,33,4,-80.70588864833857,16.453972539149028,24.427869574201548,2.995643336252461,0,37.45494471484665,1.153349661953075,7.268028253101866,1.2221613435490328,1.8276326975962522,126.93726811487743,48,22,50.57772568317508,3,1,183.47323440144112,29.77676936543316,67.3848064183217,0,0
14,Moderate,Postpaid,West,33,1,-73.72835196025889,16.519313955504487,79.78198584508435,0.48004155440225627,2,25.322343166727414,1.6526077184080532,126.7476033810869,2.7098462519378734,6.324770134165486,297.53556939831475,33,16,38.99491909067895,1,0,174.4516757864367,21.603766950082164,75.03498794503669,0,0
15,Heavy,Prepaid,North,7,15,-58.293791988045925,15.134437934073548,80.59568514643092,0.7032168778078334,1,31.823129834342446,9.912449032578099,17.115166620110237,8.209080266788447,32.75092587426904,230.92101020880892,23,20,59.056138520549204,1,2,275.75400452452334,26.538448302280138,85.1623553854131,0,0
16,Heavy,Prepaid,East,22,12,-115.09400503065999,12.965673612445503,31.57788915719889,0.10571376669767689,2,59.204890743364246,12.94881378679073,108.09590115288542,6.5208117446761085,19.656722843420553,295.4876822239907,34,21,45.91611282419324,1,1,261.669604836894,60.07355145286784,55.005862543456665,0,0
17,Moderate,Prepaid,South,5,18,-99.30562104322115,10.074856617814456,61.97431362906133,5.762965055831859,1,36.20562359449848,3.140656743676072,147.10476006582664,14.877569307641622,11.04573676711281,43.26149887469981,23,15,10.23323868763363,3,1,251.6365230337411,48.117243843040676,62.89648454976604,0,0
18,Moderate,Prepaid,East,46,8,-71.53613392611712,7.431715360763969,33.71310534653048,1.3348504626750675,5,44.991513438497385,4.743409423147478,124.03187575356664,1.2148722888667938,6.814780915885002,108.2836741008617,31,22,25.789474787543124,1,1,166.34860939945102,64.90140285753914,67.86040645790803,0,0
19,Moderate,Postpaid,East,15,14,-117.59678548897317,7.157211572747328,63.83056399606778,0.13293393223365482,6,30.666329018697933,4.637994734638752,14.627390449552173,15.95268793152227,6.293139429389494,95.08280582153951,31,13,23.09582560575372,2,0,209.13944048218167,30.588879626231897,50.33039225760299,0,0
20,Moderate,Enterprise,Central,21,5,-105.75125806757704,10.772869116597033,215.92806729711606,3.5454061602318028,2,93.82513202248761,2.0103659215550267,134.61249405143013,0.6290484361782754,6.943920102377232,72.60187920996637,27,11,31.987996196456407,4,0,252.44987840801775,93.33282941936525,58.80533359661876,0,0
21,Light,Postpaid,Central,25,7,-104.69307225167323,22.148976753178303,22.17936769978813,1.6848920414716126,5,22.698003081336687,0.6489224352721068,143.9343700281979,10.882511202557696,1.7806414978127993,264.7284117826109,34,19,39.18143303599689,2,0,194.20710608178064,25.952985068479972,70.37697605172673,0,0
22,Heavy,Prepaid,South,17,23,-73.14715110584983,16.61701125860124,50.21061125922202,0.1137433705707175,4,48.14485758768397,4.549353654270336,107.42407919446191,1.854405770426152,41.61170695273704,177.36897841237592,27,16,18.852449179506657,3,0,307.4378542847538,51.06863699264,78.35850695100626,0,0
23,Moderate,Enterprise,South,56,13,-99.98275243671867,17.52175319488331,198.27357828764704,12.554817257740044,2,40.65237374715342,0.9377607671188505,94.36506202129911,18.67216692089006,59.44452797891052,35.91498844512796,20,19,39.57441809582373,0,12,186.62850872152302,44.348126269294035,62.08768044940287,1,1
24,Moderate,Postpaid,East,50,4,-78.028303641789,6.210030281429878,41.79581922732241,1.139747087797994,0,20.664215111121223,1.5295777201207845,92.26037601692101,0.33958260485181535,10.914165518311448,26.857805372517447,23,13,19.514324868962973,3,1,255.6502574325945,20.470550254328,66.72295821587079,0,0
25,Moderate,Enterprise,West,7,16,-52.42560873265849,16.300005381482478,92.90571787840807,0.31583959275548773,4,94.28784238242336,1.6373907523755293,123.93658568385109,6.944612108658712,9.057840599957219,173.56067141319738,27,18,11.835217158321663,1,0,238.49997309132735,94.48655390312008,83.84078947789915,0,0
26,Light,Postpaid,South,54,21,-64.47299125991363,17.359471385268062,27.082416862268676,1.090740312796095,3,45.088597105932315,1.7881614221983884,85.25054101664742,0.10326516574426625,1.8776280842517499,198.39849269318992,21,17,33.189056184238254,5,0,230.14759649724218,57.24756456056387,81.22089564642657,0,0
27,Heavy,Prepaid,East,58,6,-96.69680367488458,26.101048464873138,107.06532215631795,7.574740653990977,1,60.18200679030835,2.380291663231227,53.39789261480596,10.6556492137635,158.8237044479696,32.873582431749014,33,14,31.849060875613393,0,15,315.8529379032625,57.709140457372655,77.35784962183878,1,1
28,Moderate,Prepaid,North,50,8,-86.9320021812445,14.86852429601722,74.1655163406186,2.4075582812017173,2,66.6085197943004,2.5891213081705367,145.71303264204394,0.27458140588182595,11.283447766158705,117.50769854785295,27,14,27.363960831273666,0,2,157.58329817217188,82.09792749928403,75.10795626135997,0,0
29,Moderate,Postpaid,Central,19,15,-105.9528268529298,12.243478678617233,42.389474110604105,0.011014172079384236,2,68.83838057258495,2.4821790570367006,12.026432009659036,10.390797363639349,4.6624331557918985,398.95789306873047,31,14,34.247604185312056,0,1,285.11866915968125,76.12680375373621,63.540037335776084,0,0
30,Heavy,Prepaid,West,52,17,-118.89959927875852,9.63523654905405,33.86993625900053,0.22494022124153623,1,56.8208582474024,1.03325897117332,101.4754942111133,13.223943018230495,27.40546475044839,207.21024181427973,46,27,32.49639911419045,1,0,258.20805200710015,66.80064430844281,51.098623269607465,0,0
31,Light,Prepaid,East,7,12,-99.71992213125992,15.418210666965571,18.1009565348742,5.017959611142257,2,67.50635150565839,3.6392234092828577,89.91587485010662,18.07059338644843,1.432752770714531,94.26788820715396,23,16,37.156906558022065,2,4,190.7532625348373,60.869220899677735,66.03987438595357,1,0
32,Heavy,Postpaid,North,40,17,-94.14139721565434,13.635700976875889,13.89801893898705,1.135968053992378,0,80.14088033432095,5.185166936488807,97.67670385722673,3.5630089479152893,33.3377922628977,220.93007222137763,34,14,58.18716685078619,5,2,286.11631144549153,88.53179886643618,66.93725167614349,0,0
33,Heavy,Postpaid,Central,45,9,-80.49429789570672,22.857175014162355,23.069977601699,0.38761123302814826,2,96.16712227096677,2.3582449308631963,98.1199786227789,6.256240839434993,18.86035250519793,162.79154103918438,24,10,43.856383596774585,2,0,252.24607991514296,100.0,79.10011410183944,0,0
34,IoT,Postpaid,North,59,0,-53.91533455153892,21.31398062646484,60.76239871370497,3.1522619647556613,1,72.56298162658881,5.966403477973485,22.911721299467125,10.579904166137862,0.5648889029890812,122.30267805461952,19,18,52.58641888596401,0,0,263.5573553325998,71.57587890955527,92.79845666423978,0,0
35,IoT,Prepaid,East,50,20,-53.65035488497165,8.034460309807809,31.225553192256132,3.8155881695561082,2,56.97836182985795,2.262347135605658,24.359154021037913,13.751075132984148,0.44459200299561386,118.10953771700153,29,13,32.36038270702848,0,1,187.75445451369688,65.48975884526644,76.14424295813257,0,0
36,Light,Prepaid,South,24,17,-115.09311907984979,14.844655810228263,43.779979335949456,0.4745204828944731,2,55.56836047150364,3.020204785891646,14.768973750040617,12.217095618567392,1.466995345309214,98.30675418774872,27,15,43.084628443485244,1,2,235.7174049807125,64.05213045934462,57.98403751378562,0,0
37,Moderate,Postpaid,Central,11,18,-76.97480243281808,32.13235997697038,13.424300492778139,2.500731634752086,3,76.78858911756193,0.716260051409562,141.06549938255426,15.06056890799369,4.385020071551926,208.37012311073912,23,13,8.566076644226268,3,0,247.253274815841,93.5815268056391,85.06199652290181,0,0
38,Heavy,Enterprise,North,41,1,-117.03531443785008,4.739413216891556,15.261018224400072,1.9097289028140403,1,70.16281706528298,0.9764445740080506,93.43602834149735,18.234349807896198,32.137205032918935,178.08951369851962,31,12,49.7488867838962,1,0,290.50804058331795,67.51088540396199,45.06852859480781,0,0
39,Light,Postpaid,South,55,3,-74.63432476290075,13.69265092236787,10.454809105287344,2.733428311819299,2,53.630927216078845,4.874444141404892,16.180851349035507,8.405865628802962,2.3040044154059927,127.53041515735573,31,20,57.0414464081762,2,1,217.4665868075759,62.537142354597556,76.6552263612125,0,0
40,Moderate,Enterprise,West,1,10,-111.76078564073974,20.267493461010602,54.74661464017687,3.1013799290787323,0,46.87094499838007,1.3597618105955795,67.88032710219795,1.5290643645926396,6.325089711327073,243.21188769485045,23,14,58.565048455533535,4,1,141.3375151077126,62.266652487142885,61.01079037618155,0,0
41,Heavy,Postpaid,East,54,2,-53.751802248452975,13.3368150807819,22.285716349976425,2.163131950642521,3,99.45189146916023,0.7954080112988773,57.1018252226633,14.341165482837242,22.013947650594424,206.78723115936998,42,22,15.178912577844969,0,1,224.9689683457688,96.49222873859594,83.60917986520577,0,0
42,Moderate,Postpaid,East,32,8,-59.496292222272146,12.745865845579704,146.36102066845805,6.257017432074341,3,81.34375901153851,3.019707702075309,26.48952666236318,4.978336410853917,4.808186617014766,88.54921841766306,38,11,58.05383530722515,2,0,181.96497323659455,95.78452679704208,77.0325532870904,0,0
43,Heavy,Prepaid,Central,40,9,-118.43698186126316,11.712779761114028,24.75312903347825,3.993532372145986,3,36.54205585183214,0.797446093527077,124.19261226027072,0.4157798246775591,18.27356942867144,157.9906017431544,37,14,34.83681588626869,4,3,233.50537125575528,49.34640454240293,57.33236152493576,0,0
44,IoT,Postpaid,North,53,1,-65.25077928795005,7.552866232393924,28.078253123598373,0.5200598506955211,6,43.37373375259786,3.956741822972222,117.46289095705392,7.869744284980401,0.5096390293072571,207.63323022773105,31,19,51.97670866496836,1,0,142.63878852554828,39.58421052221962,76.51088227287971,0,0
45,Moderate,Postpaid,West,44,6,-75.48720179805723,13.81664418002006,35.35664612987896,4.896743610065118,2,91.49509358499728,4.005571345431148,72.2908036359867,10.40008848159643,5.304197418151408,234.21151934158817,26,9,46.24562574720556,1,0,255.23211925739423,81.84009433470383,71.96664538428084,0,0
46,Light,Postpaid,Central,2,14,-85.32415665559347,22.18217082414295,130.29554807103526,6.78158953721561,2,72.86633510076604,2.310237241597354,80.75782706542813,4.897811770969648,28.709834709006365,90.2397444728334,31,15,54.84707759692272,0,6,224.90274400186334,74.52108899855085,82.77332121071314,1,1
47,Moderate,Postpaid,Central,15,18,-77.81558592732581,6.097182628749106,78.02776165373422,2.5932133805823274,4,44.86022697870211,3.972861697460972,68.28246494927853,5.6525976900532395,9.611452508365204,91.33378214272236,29,12,38.81553773787751,1,1,237.0803430275154,63.466168117676105,65.50536173308252,0,0
48,Moderate,Postpaid,North,21,9,-72.52249576758038,16.8668837591874,93.56571713223558,3.7678852679368746,6,49.13682427227111,5.318934912449821,84.89789581798325,6.387671578802679,8.403789104446606,119.46489393443423,36,5,22.95840115083169,2,0,246.21149402536147,74.64579772328045,74.97872378414444,0,0
49,Moderate,Prepaid,West,24,23,-58.08797671076408,22.552975896916358,10.4438971407438,1.1467160557229055,2,50.31261317134699,1.160725713230879,111.22169431146212,2.3281562552179955,4.719846132696043,271.0009756078896,26,9,46.81575477740694,0,1,192.49568871085714,46.80142169742532,87.3136934918306,0,0
50,Heavy,Postpaid,North,50,19,-66.28496372700782,14.855426248502315,52.52922223317093,0.10576500030193338,1,34.90361573150545,3.6454679274218447,132.0156997410653,3.7470324523940444,24.789749799962582,130.12385385028216,27,20,20.81420849342785,0,1,334.9596524958589,51.22075111902077,76.30305631707513,0,0
51,IoT,Prepaid,East,17,13,-79.72355264690066,12.05139085945729,56.34573915111925,5.977967571480868,1,60.893498274926245,4.036351035951595,90.88638659157948,13.155796055583936,0.7461718814841312,72.37601375735179,28,18,19.651188707343216,3,0,179.399248195043,60.036953835338345,72.27945109845398,0,0
52,Light,Postpaid,South,47,3,-62.27690374784941,19.72034584753803,140.20590726900912,0.15048195668595,0,81.24565150130937,1.1486949752967042,23.240599143591282,0.24294817357298099,2.867851551059158,264.68561222383164,33,16,14.405934069321859,4,0,250.9588349247061,84.345848501566,88.73535753630986,0,0
53,IoT,Prepaid,East,52,10,-50.91539304474799,8.698045731384333,28.506772275697674,0.8557576315841285,2,65.12479588046645,4.3934949087322925,116.94803518539878,6.511655739410595,0.45384460130244375,57.57174009484649,36,19,9.252878867815038,0,0,278.3099829477688,81.71550257398513,78.28735566315169,0,0
54,Light,Prepaid,East,52,2,-98.98725853746937,17.953296772398726,18.690433952909473,1.814896374183179,3,72.47535597223059,4.31404173201919,58.980437779966095,0.25838259985382395,1.7083858339468303,140.9082388939322,29,13,49.25717403351786,0,0,231.44662130411342,78.4904592316282,69.72390164884598,0,0
55,Moderate,Prepaid,Central,9,22,-111.71055141872122,13.834239844034853,39.407218797917025,0.25007617219272993,1,67.63091104404992,1.013264136153347,96.33229001604943,1.801545037840122,9.908075002803095,45.058946812274144,27,20,21.619102904037963,1,0,222.33587874931055,61.949341311794356,61.82381204889888,0,0
56,IoT,Postpaid,East,35,16,-68.79862175039102,15.438496822440202,33.73610548947033,3.6428667528311913,4,24.71163435213583,1.645660176361003,33.795411638899495,3.7331186399478793,0.4361117513383406,206.43337718804293,25,15,26.904119833527925,2,0,208.96215381532966,20.900827268457185,80.28466105013491,0,0
